Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
Shane Larkin\larkish01,PG,25,BOS,17,0,9.6,0.8,3.1,0.25,0.3,1.2,0.25,0.5,1.9,0.25,0.298,0.6,0.7,0.917,0.1,0.7,0.8,1.2,0.3,0,0.2,1,2.5
Joffrey Lauvergne\lauvejo01,C,26,SAS,10,0,10.3,1.3,3.4,0.382,0,0.3,0,1.3,3.1,0.419,0.382,0.4,0.7,0.571,1.3,2.1,3.4,0.8,0.2,0,0.6,1.2,3
Jake Layman\laymaja01,SF,23,POR,9,0,5.1,0.6,1.7,0.333,0.2,0.7,0.333,0.3,1,0.333,0.4,0,0,,0,0.6,0.6,0.2,0.3,0.2,0,0.6,1.3
T.J. Leaf\leaftj01,PF,20,IND,18,0,11.1,1.7,3.4,0.492,0.6,1.2,0.476,1.1,2.2,0.5,0.574,0.2,0.4,0.429,0.6,1.2,1.8,0.3,0.2,0.1,0.3,1.2,4.1
Courtney Lee\leeco01,SG,32,NYK,21,21,32.7,4.6,9.6,0.48,1.7,3.6,0.467,3,6,0.488,0.567,1.7,1.8,0.921,0.5,3.3,3.8,3,1.4,0.1,1.2,1.4,12.6
Alex Len\lenal01,C,24,PHO,20,2,23,2.9,6,0.483,0,0,,2.9,6,0.483,0.483,3.2,4.2,0.759,3.4,6.1,9.4,0.9,0.3,0.9,1.3,2.4,9
Meyers Leonard\leoname01,PF,25,POR,6,0,10.5,2,3.5,0.571,0.7,1.5,0.444,1.3,2,0.667,0.667,0.3,0.7,0.5,0.5,2.5,3,0.2,0.2,0,0.3,1.8,5
Jon Leuer\leuerjo01,PF,28,DET,8,0,17,1.9,4.5,0.417,0,0.4,0,1.9,4.1,0.455,0.417,1.6,1.9,0.867,0.9,3.1,4,0.6,0.1,0.4,1,2,5.4
Caris LeVert\leverca01,SF,23,BRK,21,8,25.8,4,9.8,0.413,1,3.4,0.278,3.1,6.4,0.485,0.461,1.5,2.5,0.596,0.5,3.3,3.9,3.2,1.3,0.4,2.1,2.2,10.5
DeAndre Liggins\liggide01,SG,29,MIL,16,0,15.7,0.9,2.5,0.375,0.6,1.5,0.375,0.4,1,0.375,0.488,0.1,0.3,0.4,0.1,1.1,1.2,0.7,0.9,0.5,0.6,1.8,2.6
Damian Lillard\lillada01,PG,27,POR,21,21,36.4,8,19.1,0.419,2.5,7.6,0.331,5.5,11.5,0.477,0.485,7.2,7.8,0.926,1,3.9,5,6.1,1,0.6,3,1.5,25.7
Jeremy Lin\linje01,PG,29,BRK,1,1,25,5,12,0.417,1,2,0.5,4,10,0.4,0.458,7,7,1,0,0,0,4,0,0,3,3,18
Shaun Livingston\livinsh01,PG,32,GSW,20,1,15.6,2.3,4.5,0.511,0,0.1,0,2.3,4.5,0.517,0.511,0.6,0.7,0.786,0.7,1.3,2,2.1,0.4,0.3,0.8,1.6,5.2
Kevon Looney\looneke01,C,21,GSW,15,0,11.7,1.4,2.6,0.538,0,0,,1.4,2.6,0.538,0.538,0.5,1.2,0.444,1.1,1.9,3,0.5,0.5,1,0.6,2.1,3.3
Brook Lopez\lopezbr01,C,29,LAL,21,21,23.2,5,11.3,0.443,1.2,4,0.301,3.8,7.3,0.519,0.496,2.2,2.7,0.807,1.2,3.3,4.5,1.7,0.4,1.7,1.6,3,13.4
Robin Lopez\lopezro01,C,29,CHI,19,19,29.7,5.6,11.5,0.491,0.1,0.4,0.286,5.5,11.1,0.498,0.495,1.4,1.8,0.765,2.8,2.8,5.6,2.1,0.2,0.8,1.8,2.4,12.7
Kevin Love\loveke01,C,29,CLE,21,21,29.4,5.9,12.8,0.463,1.7,4.8,0.356,4.2,8,0.527,0.53,5.1,5.8,0.893,2.7,7.3,10,1.9,0.8,0.5,2,2.6,18.7
Kyle Lowry\lowryky01,PG,31,TOR,20,20,32.6,5.4,11.9,0.456,3,7.2,0.417,2.4,4.7,0.516,0.582,2.9,3.2,0.906,0.6,5.7,6.3,7,0.9,0.2,2.6,2.4,16.7
Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,19,0,16.4,2.4,6,0.395,1.1,3.5,0.318,1.3,2.5,0.5,0.487,1.3,1.7,0.758,0.4,1.2,1.6,0.9,0.4,0.1,0.9,2.1,7.2
Tyler Lydon\lydonty01,PF,21,DEN,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Trey Lyles\lylestr01,PF,22,DEN,15,0,9.3,1.6,3.3,0.48,0.5,1.3,0.35,1.1,2,0.567,0.55,0.5,0.7,0.7,0.6,1.7,2.3,0.4,0.3,0.3,0.7,0.5,4.1
Shelvin Mack\macksh01,PG,27,ORL,17,2,18.8,1.8,4.5,0.39,0.4,1.4,0.304,1.4,3.2,0.426,0.435,0.7,1,0.706,0.3,1.8,2.1,4.8,0.6,0.1,1,1.1,4.6
Josh Magette\magetjo01,PG,28,ATL,8,0,8,0.5,1.5,0.333,0.1,0.5,0.25,0.4,1,0.375,0.375,0.5,0.5,1,0.1,0.6,0.8,2.1,0.3,0,0.3,0.8,1.6
Ian Mahinmi\mahinia01,C,31,WAS,21,0,14.3,1.1,2.5,0.442,0,0,,1.1,2.5,0.442,0.442,1,1.3,0.714,1.7,2,3.7,0.6,0.4,0.4,1.2,3.1,3.1
Thon Maker\makerth01,C,20,MIL,19,8,19.1,1.8,4.5,0.407,0.5,1.8,0.286,1.3,2.7,0.49,0.465,0.8,1.2,0.652,1.1,2.5,3.6,0.7,0.7,0.7,0.7,2.6,5
Boban Marjanovic\marjabo01,C,29,DET,3,0,6.3,1.7,3,0.556,0,0,,1.7,3,0.556,0.556,1.7,2.3,0.714,1,0.7,1.7,0.3,0.3,0.3,1,2.7,5
Lauri Markkanen\markkla01,PF,20,CHI,19,19,30.6,4.9,12.5,0.392,2.5,7.2,0.343,2.4,5.3,0.46,0.492,2,2.5,0.792,1.1,7.1,8.2,1.5,0.5,0.6,1.4,1.6,14.3
Jarell Martin\martija01,PF,23,MEM,19,12,18.1,1.7,4.6,0.364,0.3,1.4,0.222,1.4,3.2,0.426,0.398,0.7,0.9,0.778,1.1,2.4,3.5,0.5,0.6,0.8,0.9,2.7,4.4
Frank Mason\masonfr01,PG,23,SAC,14,0,17.1,2.7,6.4,0.422,0.6,1.3,0.5,2.1,5.1,0.403,0.472,1.4,1.9,0.769,0.5,1.3,1.8,3.2,0.3,0,1.6,0.9,7.5
Mangok Mathiang\mathima01,C,25,CHO,1,0,3,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,0,0,0,0,0,0
Wesley Matthews\matthwe02,SG,31,DAL,22,21,35,4,10.4,0.38,2.5,6.2,0.412,1.4,4.2,0.333,0.502,1.2,1.5,0.794,0.4,2.8,3.1,2.9,1.2,0.1,1.6,2.2,11.7
Luc Mbah a Moute\mbahalu01,PF,31,HOU,19,3,26.5,2.9,5.8,0.495,1.2,2.9,0.393,1.7,2.9,0.6,0.595,0.9,1.3,0.72,0.5,2.9,3.5,1,1.5,0.5,1.4,2.2,7.9
James Michael McAdoo\mcadoja01,PF,25,PHI,1,0,7,1,4,0.25,1,4,0.25,0,0,,0.375,2,2,1,0,0,0,0,0,0,1,0,5
Patrick McCaw\mccawpa01,SG,22,GSW,20,1,13,1.5,3,0.5,0.5,1.3,0.385,1,1.7,0.588,0.583,0.3,0.4,0.714,0.2,0.7,0.9,1.3,0.6,0.2,0.5,0.8,3.8
C.J. McCollum\mccolcj01,SG,26,POR,20,20,36.3,7.9,17.3,0.457,2.9,5.9,0.487,5.1,11.5,0.441,0.539,2.9,3.3,0.877,0.6,3.7,4.3,2.5,1.1,0.4,2.1,2.5,21.5
T.J. McConnell\mccontj01,PG,25,PHI,20,1,24.4,3.1,5.8,0.526,0.5,0.8,0.563,2.6,5,0.52,0.565,0.5,0.6,0.833,0.6,3,3.6,5.4,1.2,0.2,2,2.2,7.1
Chris McCullough\mcculch01,PF,22,WAS,4,0,8.5,1.5,3.3,0.462,0.3,0.8,0.333,1.3,2.5,0.5,0.5,1,1.5,0.667,0.5,1.3,1.8,0.3,0,0.5,0,1.5,4.3
Doug McDermott\mcderdo01,SF,26,NYK,21,0,22.9,3.1,6.5,0.485,1.1,2.7,0.411,2,3.8,0.538,0.57,0.5,0.7,0.786,0.8,2.1,3,1,0.1,0.3,0.7,1.7,7.9
JaVale McGee\mcgeeja01,C,30,GSW,19,0,8.1,1.5,2.7,0.538,0,0.1,0,1.5,2.6,0.56,0.538,0.6,0.8,0.75,0.7,1.4,2.1,0.6,0.4,0.7,0.4,1.2,3.6
Alfonzo McKinnie\mckinal01,SF,25,TOR,7,0,3.6,0.6,0.9,0.667,0.1,0.4,0.333,0.4,0.4,1,0.75,0.3,0.4,0.667,0,0.7,0.7,0.1,0,0.1,0.1,0.9,1.6
Ben McLemore\mclembe01,SG,24,MEM,9,1,19.2,2.7,7,0.381,0.6,2.9,0.192,2.1,4.1,0.514,0.421,0.8,0.8,1,0.7,1.6,2.2,0.8,0.4,0.3,1.1,2.8,6.7
Jodie Meeks\meeksjo01,SG,30,WAS,21,0,17.2,2.4,6.2,0.389,1.1,3.4,0.324,1.3,2.9,0.467,0.477,2.1,2.4,0.882,0.1,1,1.1,0.5,0.6,0,0.5,1,8.1
Salah Mejri\mejrisa01,C,31,DAL,18,1,12.2,1.3,1.8,0.697,0,0.1,0,1.3,1.7,0.742,0.697,0.7,1.3,0.522,1.5,3.1,4.6,0.5,0.4,1.4,0.5,1.9,3.2
Jordan Mickey\mickejo01,PF,23,MIA,4,2,9.3,1.5,2.8,0.545,0,0.3,0,1.5,2.5,0.6,0.545,0.5,0.8,0.667,1,3.3,4.3,0,0,0.5,0.8,1.3,3.5
Khris Middleton\middlkh01,SF,26,MIL,19,19,36.8,7.1,16,0.444,1.6,5.2,0.316,5.5,10.8,0.505,0.495,3.1,3.6,0.855,0.6,4.9,5.5,4.4,1.4,0.1,2.5,3.7,18.9
C.J. Miles\milescj01,SF,30,TOR,17,0,19.2,3.4,8.3,0.411,2.5,6.4,0.398,0.9,1.9,0.455,0.564,1.1,1.2,0.9,0.3,1.7,2,0.6,0.6,0.5,0.6,2,10.4
Darius Miller\milleda01,SF,27,NOP,21,1,17.5,2.4,4.9,0.49,1.9,3.8,0.488,0.5,1,0.5,0.681,0.5,0.6,0.846,0.1,1.5,1.6,0.9,0.3,0.1,0.6,1.7,7.1
Patty Mills\millspa02,PG,29,SAS,21,12,26.3,3.1,8.7,0.363,1.7,5.1,0.336,1.4,3.6,0.4,0.462,1,1.1,0.913,0.3,2,2.3,3.7,0.9,0.2,1.3,1.5,9
Paul Millsap\millspa01,PF,32,DEN,16,16,29.7,5.6,12.6,0.446,1.3,3.6,0.345,4.4,9,0.486,0.495,2.8,4.1,0.692,1.5,4.7,6.2,3,1.1,1.3,2.1,2.4,15.3
Donovan Mitchell\mitchdo01,SG,21,UTA,21,13,28.3,5.5,14.3,0.383,2,5.8,0.344,3.5,8.5,0.41,0.453,1.9,2.3,0.816,0.7,2.6,3.2,3.1,1.4,0.5,2.2,3.1,14.9
Malik Monk\monkma01,SG,19,CHO,18,0,17.5,2.7,7.7,0.353,1.6,4.5,0.346,1.2,3.2,0.362,0.453,0.6,0.7,0.769,0.1,1.4,1.6,1.8,0.3,0.2,0.9,1.1,7.6
Greg Monroe\monrogr01,C,27,TOT,12,6,19.1,4.4,7.8,0.57,0,0,,4.4,7.8,0.57,0.57,0.7,1,0.667,2,4.2,6.2,1.7,0.4,0.3,1.7,1.8,9.5
Greg Monroe\monrogr01,C,27,MIL,5,0,15.8,3.2,6.6,0.485,0,0,,3.2,6.6,0.485,0.485,0.4,0.8,0.5,1.2,3.8,5,1,0,0,1.2,1.4,6.8
Greg Monroe\monrogr01,C,27,PHO,7,6,21.4,5.3,8.6,0.617,0,0,,5.3,8.6,0.617,0.617,0.9,1.1,0.75,2.6,4.4,7,2.1,0.7,0.4,2,2,11.4
E'Twaun Moore\mooreet01,SG,28,NOP,21,19,30.3,4.8,9.5,0.5,1.3,3.6,0.373,3.4,6,0.576,0.57,0.4,0.6,0.615,0.8,1.7,2.5,2,1,0.1,1,2.2,11.2
Eric Moreland\moreler01,PF,26,DET,17,0,10.6,0.5,1.1,0.5,0,0,,0.5,1.1,0.5,0.5,0.1,0.2,0.5,1.1,2.1,3.2,0.9,0.2,0.8,0.5,2,1.2
Marcus Morris\morrima03,SF,28,BOS,12,9,23.6,4.4,10.4,0.424,1.4,3.6,0.395,3,6.8,0.439,0.492,2.4,2.8,0.853,0.5,4.9,5.4,1.4,0.7,0.3,1.1,1.7,12.7
Markieff Morris\morrima02,PF,28,WAS,14,14,22.6,3.6,8.6,0.421,1,2.9,0.341,2.6,5.7,0.463,0.479,0.7,0.9,0.833,0.8,3.6,4.4,1.1,0.6,0.4,1.6,3,9
Timofey Mozgov\mozgoti01,C,31,BRK,16,14,15.1,2.1,3.7,0.576,0.2,0.9,0.2,1.9,2.8,0.705,0.602,0.6,0.9,0.667,1.5,2.9,4.4,0.2,0.2,0.5,1.3,1.4,5.1
Emmanuel Mudiay\mudiaem01,PG,21,DEN,20,0,22.5,3.6,8.8,0.403,1.1,2.6,0.404,2.5,6.2,0.403,0.463,2.3,3,0.767,0.6,2.3,2.9,3.4,0.5,0.2,2.4,1.6,10.5
Shabazz Muhammad\muhamsh01,SF,25,MIN,21,2,11.8,1.7,4.3,0.389,0.2,0.9,0.211,1.5,3.4,0.437,0.411,0.6,0.9,0.722,0.6,1.2,1.8,0.3,0.2,0.1,0.1,0.9,4.1
Dejounte Murray\murrade01,PG,21,SAS,21,7,19.6,2.7,6.5,0.409,0.1,0.4,0.375,2.5,6.1,0.411,0.42,1.6,2.1,0.75,1.2,3.3,4.5,2.6,0.9,0.2,1.6,1.5,7
Jamal Murray\murraja01,PG,20,DEN,20,20,26.8,5.3,12.1,0.436,1.2,4.7,0.258,4.1,7.4,0.547,0.485,2.2,2.4,0.915,1.2,1.8,2.9,2.4,0.7,0.2,2.2,2,13.9
Mike Muscala\muscami01,C,26,ATL,9,5,22.4,2.3,5.7,0.412,0.7,2.1,0.316,1.7,3.6,0.469,0.471,1.2,1.3,0.917,1.2,3.2,4.4,1,0.8,0.6,0.9,2.6,6.6
Abdel Nader\naderab01,SF,24,BOS,11,0,7,0.6,1.7,0.368,0.2,0.6,0.286,0.5,1.1,0.417,0.421,0,0,,0.2,0.6,0.8,0.3,0.2,0.2,0.5,0.5,1.5
Larry Nance\nancela02,PF,25,LAL,10,10,23.7,3.9,6.6,0.591,0,0.2,0,3.9,6.4,0.609,0.591,1.6,2.2,0.727,2.1,5.1,7.2,1.2,1.9,0.7,1.4,3.1,9.4
Shabazz Napier\napiesh01,PG,26,POR,17,0,16.3,2.6,5.2,0.494,0.9,1.7,0.517,1.7,3.5,0.483,0.579,1.3,1.6,0.815,0.2,1.5,1.7,1.5,0.9,0.1,0.7,0.9,7.4
Jameer Nelson\nelsoja01,PG,35,NOP,19,0,25.6,2.4,5.3,0.446,1.1,2.7,0.392,1.3,2.6,0.5,0.545,0.6,0.8,0.8,0.3,2.2,2.5,4.6,0.9,0.1,1.7,1.6,6.4
Raul Neto\netora01,PG,25,UTA,14,0,14,2,4.2,0.475,0.6,1.4,0.421,1.4,2.9,0.5,0.542,0.5,0.7,0.7,0.1,1.1,1.3,1.9,0.4,0.1,0.9,1,5.1
Joakim Noah\noahjo01,C,32,NYK,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,1,0,1,2
Nerlens Noel\noelne01,C,23,DAL,18,6,12.5,1.6,2.9,0.528,0,0,,1.6,2.9,0.528,0.528,0.9,1.1,0.842,1.4,2.6,4.1,0.3,0.6,0.6,0.8,1.7,4
Lucas Nogueira\noguelu01,C,25,TOR,17,2,12,1.6,2.8,0.596,0.2,0.6,0.3,1.5,2.2,0.676,0.628,0.4,0.5,0.778,0.5,2.2,2.7,0.4,0.6,1.2,0.5,1.6,3.9
Dirk Nowitzki\nowitdi01,C,39,DAL,22,22,24.9,4.4,9.6,0.455,1.4,3.5,0.395,3,6.1,0.489,0.526,0.9,1,0.87,0.5,5.4,5.9,1.8,0.5,0.3,0.9,1.9,11
Frank Ntilikina\ntilila01,PG,19,NYK,18,0,19,1.9,5.5,0.343,0.4,1.8,0.25,1.4,3.7,0.388,0.384,0.5,0.8,0.643,0.3,1.4,1.8,3.3,1.4,0.2,2,2.6,4.7
Jusuf Nurkic\nurkiju01,C,23,POR,21,21,28,6.2,13.6,0.456,0,0.2,0,6.2,13.3,0.464,0.456,2.6,4.2,0.625,1.8,5.9,7.7,2.1,0.7,1.2,3,3,15
David Nwaba\nwabada01,SG,25,CHI,8,3,21,2.5,4.8,0.526,0.3,0.6,0.4,2.3,4.1,0.545,0.553,1.6,2.3,0.722,0.4,5.1,5.5,1,0.8,0.8,0.5,1.8,6.9
Johnny O'Bryant\obryajo01,PF,24,CHO,8,0,9.4,2,4.3,0.471,0.3,0.9,0.286,1.8,3.4,0.519,0.5,1,1,1,0.8,1.4,2.1,0.4,0.3,0.3,0.4,0.8,5.3
Royce O'Neale\onealro01,SF,24,UTA,12,0,7.9,0.8,2.3,0.37,0.3,1.1,0.308,0.5,1.2,0.429,0.444,0.4,0.7,0.625,0.1,1.3,1.3,0.5,0.3,0,0.3,0.6,2.4
Kyle O'Quinn\oquinky01,C,27,NYK,21,3,16.8,2.5,4.6,0.546,0,0.1,0,2.5,4.5,0.564,0.546,1.3,1.6,0.818,1.6,4.9,6.5,2.1,0.5,1,1.8,2.7,6.3
Semi Ojeleye\ojelese01,PF,23,BOS,21,0,13.7,0.9,2.6,0.327,0.6,2.1,0.295,0.2,0.5,0.455,0.445,0.5,0.8,0.625,0.5,1.4,1.9,0.2,0.4,0,0.3,1,2.8
Jahlil Okafor\okafoja01,C,22,PHI,2,0,12.5,2,4.5,0.444,0,0,,2,4.5,0.444,0.444,1,2,0.5,2,2.5,4.5,0.5,0,1,1.5,3.5,5
Victor Oladipo\oladivi01,SG,25,IND,21,21,33.1,8.2,17.5,0.47,2.3,5.3,0.438,5.9,12.2,0.484,0.537,4,5,0.8,0.7,4.3,5,3.9,1.8,1,3.2,2.6,22.8
Kelly Olynyk\olynyke01,PF,26,MIA,21,1,19.1,3.2,6.1,0.531,1.2,2.5,0.491,2,3.6,0.56,0.633,1.5,1.9,0.795,0.9,4.4,5.3,1.6,0.6,0.5,2,3,9.2
Cedi Osman\osmande01,SF,22,CLE,13,0,4.8,0.5,1.1,0.5,0.2,0.5,0.333,0.4,0.6,0.625,0.571,0.2,0.2,1,0.1,1.2,1.2,0.2,0.1,0.1,0.2,0.5,1.4
Kelly Oubre\oubreke01,SF,22,WAS,21,6,28.1,4,9.4,0.429,1.7,4.2,0.393,2.4,5.2,0.459,0.518,2.1,2.7,0.804,1,4.5,5.5,1,0.9,0.5,1.1,2.7,11.9
Zaza Pachulia\pachuza01,C,33,GSW,22,22,14.6,2,3.7,0.549,0,0,,2,3.7,0.549,0.549,1,1.2,0.808,1.2,3.6,4.8,1.5,0.9,0.2,1.4,1.8,5
Marcus Paige\paigema01,PG,24,CHO,1,0,3,0,2,0,0,0,,0,2,0,0,0,0,,0,2,2,0,0,0,0,0,0
Georgios Papagiannis\papagge01,C,20,SAC,4,0,6.3,1.3,1.8,0.714,0,0,,1.3,1.8,0.714,0.714,0,0,,0.3,1,1.3,0.3,0.3,0.3,0.3,0.3,2.5
Tony Parker\parketo01,PG,35,SAS,2,2,16,3.5,7,0.5,0,0,,3.5,7,0.5,0.5,1,1,1,0,1,1,4.5,0,0,0.5,1.5,8
Chandler Parsons\parsoch01,SF,29,MEM,17,5,19.9,3.2,6.2,0.519,1.6,3.4,0.483,1.6,2.8,0.563,0.651,0.5,0.8,0.571,0.4,2.4,2.7,2,0.5,0.2,0.9,1.6,8.6
Patrick Patterson\pattepa01,PF,28,OKC,20,0,13.7,0.9,2.6,0.353,0.7,1.9,0.342,0.3,0.7,0.385,0.48,0.1,0.1,1,0.2,1.3,1.5,0.5,0.6,0.2,0.4,1.2,2.6
Brandon Paul\paulbr01,SG,26,SAS,21,0,11.6,1.3,2.6,0.5,0.6,1.4,0.4,0.7,1.1,0.625,0.611,0.3,0.6,0.538,0.1,1.1,1.2,0.9,0.7,0.1,0.7,1.1,3.5
Chris Paul\paulch01,PG,32,HOU,7,7,28.1,3.9,9.3,0.415,1.9,4.7,0.394,2,4.6,0.438,0.515,1.6,1.9,0.846,0.7,3.6,4.3,10.3,1.9,0.3,1.3,2,11.1
Elfrid Payton\paytoel01,PG,23,ORL,13,13,26.2,4.6,9.2,0.504,0.6,1.5,0.4,4,7.6,0.525,0.538,1.1,2.2,0.5,1.2,2.6,3.8,6.7,1.5,0.4,2.8,2.1,10.9
Gary Payton\paytoga02,PG,25,MIL,6,2,7.3,1,2.3,0.429,0.2,1,0.167,0.8,1.3,0.625,0.464,0,0,,0.2,0.8,1,0.7,0.2,0,0.3,1.5,2.2
Alec Peters\peteral01,PF,22,PHO,2,0,7,0.5,2,0.25,0.5,2,0.25,0,0,,0.375,0,0,,0,1.5,1.5,0,0,1,0,0.5,1.5
Mason Plumlee\plumlma01,C,27,DEN,20,0,16.7,2.4,4.5,0.522,0,0.1,0,2.4,4.5,0.528,0.522,1.2,2.7,0.434,1.6,2.8,4.3,1.5,0.8,0.9,1.5,1.7,5.9
Miles Plumlee\plumlmi01,C,29,ATL,1,0,9,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0
Jakob Poeltl\poeltja01,C,22,TOR,20,0,14.9,2.9,4.3,0.674,0,0,,2.9,4.3,0.674,0.674,0.6,1.3,0.44,2,2.3,4.3,0.4,0.4,1,0.9,2.1,6.4
Quincy Pondexter\pondequ01,SF,29,CHI,14,1,11,0.9,3,0.31,0.2,1.4,0.158,0.7,1.6,0.435,0.345,1,1.2,0.824,0.5,0.9,1.4,0.4,0.5,0.1,0.6,1.5,3.1
Otto Porter\porteot01,SF,24,WAS,20,20,32.9,6.3,12.1,0.521,1.9,4,0.475,4.4,8.1,0.543,0.599,1.4,1.7,0.824,1.3,5.9,7.2,1.5,1.7,0.4,0.9,2.3,15.9
Bobby Portis\portibo01,PF,22,CHI,11,0,22.5,4.6,10.2,0.455,1.2,3.3,0.361,3.5,6.9,0.5,0.513,2,2.5,0.815,2,5.2,7.2,1.7,0.3,0.4,1.5,1.2,12.5
Kristaps Porzingis\porzikr01,PF,22,NYK,19,19,31.5,9,19.3,0.467,1.9,4.9,0.398,7.1,14.4,0.491,0.518,5.8,6.9,0.841,1.2,5.6,6.8,1.1,0.5,2.1,2.4,2.8,25.8
Dwight Powell\poweldw01,C,26,DAL,21,0,17.2,2.3,4.7,0.485,0.4,1.6,0.242,1.9,3.1,0.606,0.525,0.8,1.3,0.593,1.3,3.4,4.7,1,0.9,0.4,0.6,1.8,5.7
Norman Powell\powelno01,SG,24,TOR,16,12,22.9,3.5,8,0.438,1.3,3.7,0.356,2.2,4.3,0.507,0.52,1.3,1.6,0.8,0.3,1.8,2.1,1.9,1.2,0.4,1.4,2.2,9.6
Alex Poythress\poythal01,PF,24,IND,7,0,2.9,0.3,0.4,0.667,0.3,0.3,1,0,0.1,0,1,0,0,,0,0.6,0.6,0,0,0,0.1,0.1,0.9
Jacob Pullen\pulleja01,PG,28,PHI,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Zhou Qi\qizh01,C,22,HOU,11,0,5.3,0.4,1.8,0.2,0.2,1,0.182,0.2,0.8,0.222,0.25,0.5,0.5,0.833,0.2,0.8,1,0.1,0.2,0.5,0.4,0.8,1.4
Ivan Rabb\rabbiv01,PF,20,MEM,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Julius Randle\randlju01,C,23,LAL,21,0,22.2,4.8,8.7,0.555,0.2,0.9,0.222,4.6,7.8,0.591,0.566,2.7,4,0.675,1.3,5.2,6.6,1.7,0.4,0.9,2.3,3.4,12.5
Zach Randolph\randoza01,PF,36,SAC,19,19,24.1,5.4,11.4,0.472,0.6,1.8,0.353,4.7,9.6,0.495,0.5,1.5,2,0.763,1.6,4.3,5.9,2,0.9,0.2,1.9,1.6,12.9
J.J. Redick\redicjj01,SG,33,PHI,18,18,33.1,5.6,12.9,0.429,2.4,6.3,0.389,3.1,6.7,0.467,0.524,1.8,1.9,0.914,0.3,2.7,2.9,3.5,0.6,0.1,1.3,2.3,15.3
Willie Reed\reedwi02,C,27,LAC,18,0,10.9,2.4,3.4,0.705,0.1,0.1,1,2.3,3.3,0.7,0.713,1.1,1.7,0.613,0.9,2.3,3.2,0.2,0.2,0.4,0.5,1.8,5.9
Josh Richardson\richajo01,SF,24,MIA,21,21,32.4,3.3,9,0.368,1.3,5,0.269,2,4.1,0.488,0.442,0.8,1,0.762,0.6,2.4,3,2,1.3,0.7,2.2,3,8.8
Malachi Richardson\richama01,SG,22,SAC,12,0,11.7,1.3,3.5,0.357,0.6,1.5,0.389,0.7,2,0.333,0.44,0.8,1.1,0.769,0.2,0.8,0.9,0.5,0.5,0,0.3,1.2,3.9
Austin Rivers\riverau01,SG,25,LAC,19,17,33.5,4.8,12.6,0.381,2.1,5.4,0.379,2.7,7.2,0.382,0.462,1.6,2.5,0.638,0.6,1.5,2.1,3.3,1.6,0.1,1.8,2.7,13.2
Andre Roberson\roberan03,SF,26,OKC,20,20,24.5,2.1,4.1,0.5,0.4,1.4,0.25,1.7,2.7,0.63,0.543,0.2,0.6,0.333,1.7,2.4,4.1,1.2,0.7,0.7,0.9,1.8,4.7
Rajon Rondo\rondora01,PG,31,NOP,8,7,22,2.3,5.8,0.391,0.3,1.6,0.154,2,4.1,0.485,0.413,0,0,,0.5,2,2.5,6,0.6,0.3,1.8,2,4.8
Derrick Rose\rosede01,PG,29,CLE,7,7,26.9,5.6,11.9,0.47,0.4,1.9,0.231,5.1,10,0.514,0.488,2.7,3,0.905,1,1.6,2.6,1.7,0.3,0.1,2.7,1.6,14.3
Terrence Ross\rosste01,SG,26,ORL,22,20,26.2,3.3,8,0.407,1.3,3.9,0.329,2,4.2,0.478,0.486,1.2,1.6,0.743,0.5,2.7,3.2,1.6,1.2,0.5,1.1,2,9
Terry Rozier\roziete01,PG,23,BOS,22,0,23.5,3.3,8.7,0.38,1.6,4.5,0.367,1.7,4.3,0.394,0.474,1.2,1.5,0.818,0.8,3.7,4.5,2,1.1,0,0.7,1.3,9.5
Ricky Rubio\rubiori01,PG,27,UTA,20,20,28.9,4.2,10.7,0.394,1.3,4.3,0.294,3,6.4,0.461,0.453,3.3,3.7,0.904,0.5,3.1,3.6,5.1,1.7,0.2,3.3,2.8,13
D'Angelo Russell\russeda01,PG,21,BRK,12,12,27.8,7.9,17.1,0.463,1.5,5.1,0.295,6.4,12,0.535,0.507,3.6,5.3,0.683,0.8,3.9,4.7,5.7,1,0.2,4,2.5,20.9
Domantas Sabonis\sabondo01,PF,21,IND,20,8,25.5,4.7,8.5,0.556,0.3,0.6,0.455,4.5,7.9,0.563,0.571,3.2,4.1,0.768,2.7,6.1,8.8,2.4,0.3,0.4,2.1,3.1,12.8
JaKarr Sampson\sampsja02,SF,24,SAC,2,0,6.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,1,1,1,1,1.5,2.5,0.5,0,0,0,2,3
Dario Saric\saricda01,PF,23,PHI,20,15,27.9,4.1,9.9,0.411,1.5,4.5,0.337,2.6,5.4,0.472,0.487,1.3,1.5,0.862,1.9,4.4,6.2,1.7,0.5,0.5,1.5,2,10.9
